"","AMMaxT","AMMinT","MAT","AP","AtHRT","AtInfBOD","AtInfCOD","AtInfNH4.N","AtInfTN","AtInfTP","DC","Denitri","DO","EffBOD","EffCOD","EffNH4.N","EffTN","EffTP","F.M","HRT","IndConInf","IndPer","InfBOD","InfCOD","InfNH4.N","InfR","InfTN","InfTP","Lat","Lon","MIT","MLSS","MMT","NH4.N","Nitri","NO3.N","pH","Pop","ReInfBOD","ReInfCOD","SMP","SMT","SRT","SVI","Vol"
"USAT05B",74.4280442804428,55.2903225806452,78,57.6234,29.5493,17.5,51.1843,22.9921,10.4531,36.5563,1.0412,100,10.8025,4.6361,14.4945,1.8486,28.6142,1.9519,37.4737,38.9149,1,1,20.1315,12.6732,49.7016,1.045,27.8781,15.4658,71.9689,51.4534,55.9567,15.9242,92.6666666666667,4.7915,100,1,40.8361,19.4333,20.2842,66.3654,22.4773,138.076923076923,20.3308,80.4725,1.0635
"USAT05C",74.4280442804428,55.2903225806452,78,57.6234,29.5493,17.5,51.1843,22.9921,10.4531,36.5563,1.0412,100,13.727,4.6361,14.4945,1.8486,28.6142,1.9519,37.4737,38.9149,1,1,20.1315,12.6732,49.7016,1.045,27.8781,15.4658,71.9689,51.4534,55.9567,15.9242,92.6666666666667,4.7915,100,1,40.8361,19.4333,20.2842,66.3654,22.4773,138.076923076923,20.3308,80.4725,1.0635
"USAT07A",74.4280442804428,55.2903225806452,78,50.0221,29.5493,17.5,31.7949,22.9921,10.4531,36.5563,1.0247,100,11.5066,4.1402,14.4945,1.2829,28.6142,2.9038,51.0211,38.9149,1,1,49.5645,12.6732,40.3491,1.0304,27.8781,71.9726,71.466,51.4534,60.6339,21.6324,89,4.7915,100,1,39.8033,19.4333,20.2842,66.3654,18.5909,100,2.6266,80.4725,1.0544
"USAT07B",74.4280442804428,55.2903225806452,78,50.0221,29.5493,17.5,31.7949,22.9921,10.4531,36.5563,1.0247,100,12.4272,4.1402,14.4945,1.2829,28.6142,2.9038,51.0211,38.9149,1,1,49.5645,12.6732,40.3491,1.0304,27.8781,71.9726,71.466,51.4534,60.6339,21.6324,89,4.7915,100,1,39.8033,19.4333,20.2842,66.3654,18.5909,100,2.6266,80.4725,1.0544
"USAT07C",74.4280442804428,55.2903225806452,78,50.0221,29.5493,17.5,42.345,22.9921,10.4531,36.5563,1.0247,100,24.1253,4.1402,14.4945,1.2829,28.6142,2.9038,51.0211,38.9149,1,1,49.5645,12.6732,40.3491,1.0304,27.8781,71.9726,71.466,51.4534,60.6339,21.6324,89,4.7915,100,1,39.8033,19.4333,20.2842,66.3654,18.5909,100,2.6266,80.4725,1.0544
"USAT08A",74.4280442804428,55.2903225806452,78,50.0221,24.5171,11.4227,33.5058,22.9921,10.4531,28.8873,1.3299,1,1.3791,4.3055,14.4945,2.6971,28.6142,6.7115,4.1263,24.1702,100,9.8,13.2988,12.6732,32.1371,1.4984,27.8781,20.4384,71.5503,51.4534,64.9213,29.52,89,22.0638,100,22.1698,52.0492,19.4333,15.6814,66.3654,18.5909,138.076923076923,12.5852,6.467,2.8796
"USAT08B",74.4280442804428,55.2903225806452,78,50.0221,24.5171,11.4227,33.5058,22.9921,10.4531,28.8873,1.3299,1,3.9787,4.3055,14.4945,2.6971,28.6142,6.7115,4.1263,24.1702,100,9.8,13.2988,12.6732,32.1371,1.4984,27.8781,20.4384,71.5503,51.4534,64.9213,29.52,89,22.0638,100,22.1698,52.0492,19.4333,15.6814,66.3654,18.5909,138.076923076923,12.5852,6.467,2.8796
"USAT08C",74.4280442804428,55.2903225806452,78,50.0221,24.5171,11.4227,42.345,22.9921,10.4531,28.8873,1.3299,1,19.1969,4.3055,14.4945,2.6971,28.6142,6.7115,4.1263,24.1702,100,9.8,13.2988,12.6732,32.1371,1.4984,27.8781,20.4384,71.5503,51.4534,64.9213,29.52,89,8.583,100,13.4528,52.0492,19.4333,15.6814,66.3654,18.5909,138.076923076923,12.5852,6.9735,2.8796
"USAT09A",74.4280442804428,55.2903225806452,78,50.0221,29.5493,17.5,41.4896,22.9921,10.4531,36.5563,1.0181,100,21.1466,4.1402,14.4945,1.2829,28.6142,1.9519,3.0842,38.9149,1,1,29.8023,12.6732,43.4286,1.0071,27.8781,42.589,71.4696,51.4534,58.685,36.3697,89,4.7915,100,1,47.623,19.4333,20.2842,66.3654,18.5909,100,2.6266,80.4725,1.1904
"USAT09B",74.4280442804428,55.2903225806452,78,50.0221,29.5493,17.5,41.4896,22.9921,10.4531,36.5563,1.0181,100,18.7637,4.1402,14.4945,1.2829,28.6142,1.9519,3.0842,38.9149,1,1,29.8023,12.6732,43.4286,1.0071,27.8781,42.589,71.4696,51.4534,58.685,36.3697,89,4.7915,100,1,47.623,19.4333,20.2842,66.3654,18.5909,100,2.6266,80.4725,1.1904
"USAT09C",74.4280442804428,55.2903225806452,78,50.0221,29.5493,17.5,41.4896,22.9921,10.4531,36.5563,1.0181,100,16.7057,4.1402,14.4945,1.2829,28.6142,1.9519,3.0842,38.9149,1,1,29.8023,12.6732,43.4286,1.0071,27.8781,42.589,71.4696,51.4534,58.685,36.3697,89,4.7915,100,1,47.623,19.4333,20.2842,66.3654,18.5909,100,2.6266,80.4725,1.1904
"USAT10A",74.4280442804428,55.2903225806452,78,50.0221,29.5493,17.5,51.1843,22.9921,10.4531,36.5563,1.037,100,30.5159,4.1402,14.4945,1.8486,28.6142,1.9519,9.3368,38.9149,1,1,19.3956,12.6732,39.7788,1.0261,27.8781,39.4247,71.4834,51.4534,68.4291,20.553,89,4.7915,100,1,44.2295,19.4333,20.2842,66.3654,18.5909,138.076923076923,2.6266,80.4725,1.153
"USAT10B",74.4280442804428,55.2903225806452,78,50.0221,29.5493,17.5,51.1843,22.9921,10.4531,36.5563,1.037,100,37.1772,4.1402,14.4945,1.8486,28.6142,1.9519,9.3368,38.9149,1,1,19.3956,12.6732,39.7788,1.0261,27.8781,39.4247,71.4834,51.4534,68.4291,20.553,89,4.7915,100,1,44.2295,19.4333,20.2842,66.3654,18.5909,138.076923076923,2.6266,80.4725,1.153
"USAT10C",74.4280442804428,55.2903225806452,78,50.0221,29.5493,17.5,51.1843,22.9921,10.4531,36.5563,1.037,100,36.4732,4.1402,14.4945,1.8486,28.6142,1.9519,9.3368,38.9149,1,1,19.3956,12.6732,39.7788,1.0261,27.8781,39.4247,71.4834,51.4534,68.4291,20.553,89,4.7915,100,1,44.2295,19.4333,20.2842,66.3654,18.5909,138.076923076923,2.6266,80.4725,1.153
"USAT11A",74.4280442804428,55.2903225806452,78,50.4772,30.5557,18.4116,51.1843,22.9921,10.4531,36.5563,1.1237,100,23.6379,6.2888,14.4945,2.6971,28.6142,35.2692,7.2526,57.0298,100,3.2,22.9696,12.6732,32.1371,1.0495,27.8781,25.411,71.8073,51.4534,66.0906,22.556,92.6666666666667,8.7936,100,54.2358,36.5574,19.4333,20.2842,66.3654,18.7955,138.076923076923,31.6173,70.307,1.4513
"USAT11B",74.4280442804428,55.2903225806452,78,50.4772,30.5557,18.4116,51.1843,22.9921,10.4531,36.5563,1.1237,100,11.7232,6.2888,14.4945,2.6971,28.6142,35.2692,7.2526,57.0298,100,3.2,22.9696,12.6732,32.1371,1.0495,27.8781,25.411,71.8073,51.4534,66.0906,22.556,92.6666666666667,10.2681,100,61.7075,36.5574,19.4333,20.2842,66.3654,18.7955,138.076923076923,31.6173,70.9532,1.4513
"USAT11C",74.4280442804428,55.2903225806452,78,50.4772,30.5557,18.4116,51.1843,22.9921,10.4531,36.5563,1.1237,100,17.6805,6.2888,14.4945,2.6971,28.6142,35.2692,7.2526,57.0298,100,3.2,22.9696,12.6732,32.1371,1.0495,27.8781,25.411,71.8073,51.4534,66.0906,22.556,92.6666666666667,10.2681,100,61.7075,36.5574,19.4333,20.2842,66.3654,18.7955,138.076923076923,31.6173,70.9532,1.4513
"USAT12A",74.4280442804428,55.2903225806452,78,50.4772,20.4914,11.4227,33.5058,22.9921,10.4531,28.8873,1,100,30.1368,4.3055,14.4945,3.2629,28.6142,6.7115,4.1263,77.2511,100,12,13.2988,12.6732,49.7016,1.1336,27.8781,20.4384,71.8588,51.4534,66.8701,25.3997,92.6666666666667,10.2681,100,60.7736,35.082,19.4333,15.6814,66.3654,18.7955,138.076923076923,32.5025,13.4711,2.2759
"USBT1A",67.1217712177122,44.1129032258064,56,46.2441,1.8722,34.7445,47.7627,41.4486,76.625,4.4859,1.6104,100,15.5142,4.1402,14.4945,1.2829,15.9822,6.7115,67.6947,32.1797,1,1,18.6598,12.6732,30.7684,1.3632,16.6845,15.4658,78.7493,26.469,46.2126,6.7497,74.3333333333333,11.7426,100,15.9434,42.459,4.9823,35.521,42.4087,20.8409,39.0769230769231,12.5852,38.0289,1.6454
"USBT2A",67.1217712177122,48.9032258064516,56,44.8331,49.6781,34.7445,47.7627,41.4486,48.2656,4.4859,2.9799,100,14.1061,7.4457,12.4278,1,5.7003,10.5192,61.4421,21.0106,1,1,21.1826,25.2358,34.8744,3.3703,33.1733,21.7945,78.2758,26.2751,52.0591,19.1,74.3333333333333,10.0574,100,52.9906,38.918,4.9823,48.0597,42.4087,21.4545,39.0769230769231,28.7404,3.4802,3.4509
"USBT3A",67.1217712177122,44.1129032258064,56,46.2441,1.8722,34.7445,47.7627,41.4486,76.625,4.4859,1.6104,100,15.5142,4.1402,12.4278,1.2829,15.9822,6.7115,67.6947,32.1797,1,1,18.6598,25.2358,30.7684,1.3632,16.6845,15.4658,78.7493,26.469,42.7047,6.7497,74.3333333333333,4.5809,100,77.5849,42.459,4.9823,35.521,42.4087,20.8409,39.0769230769231,19.4456,21.0341,1.6454
"USBT4A",70.7749077490775,47.3064516129032,52.3333333333333,44.9241,1.8722,33.8329,47.7627,41.4486,76.625,4.4859,1.4702,100,10.4234,3.7105,14.4945,1.2829,15.9822,2.9038,40.6,32.1797,100,9.8,18.5757,12.6732,30.7684,1.384,16.6845,35.8082,79.275,26.9174,46.2126,51.4808,67,13.8489,100,19.3679,45.1148,4.9823,47.7026,42.4087,20.4318,39.0769230769231,12.5852,38.2909,2.1547
"USBT5A",63.4686346863469,48.9032258064516,56,46.1076,1.8722,33.8329,47.7627,41.4486,76.625,4.4859,1.3794,100,11.7232,6.2227,14.4945,1.2829,15.9822,1.9519,40.6,32.1797,100,9.8,18.5757,12.6732,30.7684,1.4464,16.6845,21.7945,79.107,26.941,42.7047,35.5395,67,8.583,100,13.4528,37.5902,4.9823,47.7026,11.1538,21.4545,39.0769230769231,19.4456,6.9735,1.3457
"USCB1AA",78.0811808118081,36.1290322580645,63.3333333333333,35.9117,22.8397,9.1436,17.6521,29.2857,48.2656,17.7324,2.6499,100,11.7232,14.0568,13.684,2.4143,17.7448,10.5192,29.1368,74.7234,1,1,28.646,26.959,25.75,2.5487,32.9722,18.6301,76.3343,20.6228,42.7047,10.1227,89,4.3702,100,42.717,43.9344,1.5876,73.7323,52.0865,21.6591,77.1538461538462,13.6917,78.394,8.5925
"USCG1A",70.7749077490775,32.9354838709677,48.6666666666667,33.1352,8.4141,34.7445,37.8399,25.75,19.0469,8.669,2.8562,1,16.11,4.1402,14.4945,1.2829,17.7448,33.3654,23.9263,4.5809,100,6.5,18.0291,12.6732,23.1267,1.9872,20.7062,23.1507,79.1439,21.9021,53.6181,17.3357,81.6666666666667,4.3702,100,42.717,46.8852,32.5405,41.0365,26.3846,21.8636,100,12.5852,78.394,3.5651
"USCG2A",78.0811808118081,34.5322580645161,56,33.3172,7.4077,14.2334,13.318,17.6886,48.2656,29.5845,100,100,42.9179,8.2721,38.8088,1.5657,1.5875,5.7596,20.8,7.8457,50.5,8.15,15.5063,12.6176,1,94.5924,15.1429,17.0479,78.9813,22.011,51.2795,47.9521,85.3333333333333,15.9553,100,44.5849,45.4098,32.5405,37.386,26.3846,21.4545,138.076923076923,5.2822,57.4342,100
"USCG3A",74.4280442804428,32.9354838709677,52.3333333333333,32.68,16.1301,34.7445,37.8399,25.75,19.0469,8.669,6.9399,1,20.3884,4.1402,39.8219,1.8486,32.4332,21.9423,27.0526,9.4255,100,6.5,12.3527,10.8389,16.0553,4.431,21.0413,21.3425,79.1645,21.9628,48.9409,22.8155,85.3333333333333,58.2936,100,35.5566,48.3607,32.5405,28.4581,26.3846,21.25,100,9.2657,59.3206,4.8093
"USCG4AA",74.4280442804428,32.9354838709677,52.3333333333333,32.9076,9.0851,33.8329,37.8399,25.75,19.0469,8.669,3.4749,1,26.8873,4.8013,14.4945,1.2829,40.9525,21.9423,22.8842,5.0021,100,6.5,14.4551,12.6732,16.9677,3.5886,20.7062,21.3425,79.1603,21.9294,46.9921,28.4302,81.6666666666667,58.2936,100,35.5566,54.2623,32.5405,30.1246,26.3846,21.4545,100,6.2781,59.3206,4.8093
"USCG4BA",74.4280442804428,32.9354838709677,52.3333333333333,32.9076,9.0851,34.7445,37.8399,25.75,19.0469,8.669,3.4749,1,30.1368,4.8013,14.4945,1.2829,40.9525,21.9423,27.0526,5.0021,100,6.5,14.4551,12.6732,16.9677,3.5886,20.7062,21.3425,79.1603,21.9294,46.9921,23.1476,81.6666666666667,58.2936,100,35.5566,54.2623,32.5405,30.1246,26.3846,21.4545,100,20.9947,59.3206,4.8093
"USCG5A",74.4280442804428,32.9354838709677,52.3333333333333,32.68,9.0851,34.7445,37.8399,51.6314,19.0469,8.669,28.4724,1,37.7188,7.4457,47.9267,1.5657,1.5875,15.2788,26.0105,9.4255,1,1,8.6736,14.5632,12.6336,24.3871,15.1429,13.6575,79.1624,22.0287,48.1614,20.6568,81.6666666666667,4.3702,100,42.717,45.2623,32.5405,21.5539,20.8317,21.0455,100,12.5852,78.394,51.5948
"USCT1A",74.4280442804428,53.6935483870968,78,54.2097,21.1623,33.8329,17.6521,1.9193,76.625,26.7958,1.8662,100,3.058,6.7846,14.4945,2.6971,17.7448,10.5192,6.2105,26.2766,100,6.5,9.5145,12.6732,32.1371,1.083,27.8781,13.6575,72.7976,22.7485,81.6811,25.0676,92.6666666666667,10.2681,100,60.7736,46.8852,2.9169,50.2421,12.2644,18.7955,39.0769230769231,22.5439,14.5889,1.2536
"USDA1A",89.0405904059041,58.4838709677419,89,33.2262,3.2142,5.2693,11.265,28.4371,42.25,100,13.3749,1,22.5547,2.3222,48.9398,1.8486,97.6499,100,21.8421,19.9574,100,8.15,35.8991,38.4655,25.0657,10.0986,46.0427,72.4247,70.7224,19.2683,59.8543,22.006,103.666666666667,15.9553,100,44.5849,42.459,23.8597,46.3138,27.3365,11.4318,138.076923076923,17.0113,57.4342,59.3745
"USDA1B",89.0405904059041,58.4838709677419,89,33.2262,3.2142,5.2693,11.265,28.4371,42.25,100,13.3749,1,22.5547,2.3222,48.9398,1.8486,97.6499,100,21.8421,19.9574,100,8.15,35.8991,38.4655,25.0657,10.0986,46.0427,72.4247,70.7224,19.2683,59.8543,22.006,103.666666666667,15.9553,100,44.5849,42.459,23.8597,46.3138,27.3365,11.4318,138.076923076923,17.0113,57.4342,59.3745
"USDA1F",89.0405904059041,58.4838709677419,89,33.2262,3.2142,5.2693,11.265,28.4371,42.25,100,13.3749,1,22.5547,2.3222,48.9398,1.8486,97.6499,100,21.8421,19.9574,100,8.15,35.8991,38.4655,25.0657,10.0986,46.0427,72.4247,70.7224,19.2683,59.8543,22.006,103.666666666667,15.9553,100,44.5849,42.459,23.8597,46.3138,27.3365,11.4318,138.076923076923,17.0113,57.4342,59.3745
"USDA2A",85.3874538745387,58.4838709677419,85.3333333333333,33.2262,7.4077,5.2693,11.265,28.4371,42.25,100,10.0749,100,27.4289,3.0164,6.7949,1.2829,14.8071,5.7596,21.8421,11.5319,100,13.65,17.083,13.3403,26.6624,7.2388,30.9614,24.9589,70.6085,19.3584,71.1575,22.006,100,58.2936,100,35.5566,45.4098,23.8597,46.3138,27.3365,11.4318,100,7.6059,59.3206,15.2577
"USDC1A",81.7343173431734,53.6935483870968,74.3333333333333,37.96,2.7109,12.7901,13.318,46.2571,48.2656,29.5845,31.5249,100,3.3288,3.1486,40.835,1.8486,7.1691,1.9519,22.8842,19.9574,50.5,8.15,16.0024,16.7866,27.4608,30.5331,28.9506,21.3425,76.2424,25.2308,58.2953,13.1739,81.6666666666667,58.2936,100,35.5566,50.2787,20.9511,49.1311,47.4856,18.7955,138.076923076923,3.1798,59.3206,18.7489
"USDC1B",81.7343173431734,53.6935483870968,74.3333333333333,37.96,2.7109,12.1823,13.318,46.2571,48.2656,29.5845,31.5249,100,1.2708,3.1486,16.5207,1.8486,7.1691,1.9519,22.8842,19.9574,1,1,16.0024,24.5688,34.8744,30.5331,28.9506,21.3425,76.2424,25.2308,58.2953,13.1739,81.6666666666667,58.2936,100,35.5566,50.2787,20.9511,49.1311,47.4856,18.7955,138.076923076923,3.1798,59.3206,18.7489
"USDC1C",81.7343173431734,53.6935483870968,74.3333333333333,37.96,2.7109,12.7901,13.318,46.2571,48.2656,29.5845,31.5249,100,5.3868,3.1486,16.5207,1.8486,7.1691,1.9519,22.8842,19.9574,1,1,16.0024,24.5688,34.8744,30.5331,28.9506,21.3425,76.2424,25.2308,58.2953,13.1739,81.6666666666667,58.2936,100,35.5566,50.2787,20.9511,49.1311,47.4856,18.7955,138.076923076923,3.1798,59.3206,18.7489
"USDC2A",81.7343173431734,53.6935483870968,74.3333333333333,37.96,2.7109,12.7901,13.318,46.2571,48.2656,29.5845,31.5249,100,5.116,3.1486,40.835,1.8486,7.1691,1.9519,19.7579,19.9574,50.5,8.15,16.0024,16.7866,27.4608,30.5331,28.9506,21.3425,76.2424,25.2308,58.685,15.8931,81.6666666666667,58.2936,100,35.5566,50.2787,20.9511,49.1311,47.4856,18.7955,138.076923076923,3.1798,59.3206,18.7489
"USDC2C",81.7343173431734,53.6935483870968,74.3333333333333,37.96,2.7109,12.4862,13.318,46.2571,48.2656,29.5845,31.5249,100,4.8452,3.1486,16.5207,1.8486,7.1691,1.9519,19.7579,19.9574,1,1,16.0024,24.5688,34.8744,30.5331,28.9506,21.3425,76.2424,25.2308,58.685,15.8931,81.6666666666667,58.2936,100,35.5566,50.2787,20.9511,49.1311,47.4856,18.7955,138.076923076923,3.1798,59.3206,18.7489
"USDC3A",81.7343173431734,53.6935483870968,74.3333333333333,37.96,2.7109,17.8039,13.318,46.2571,48.2656,29.5845,31.5249,1,5.116,3.1486,40.835,1.8486,7.1691,1.9519,22.8842,19.9574,50.5,8.15,16.0024,16.7866,27.4608,30.5331,28.9506,21.3425,76.2424,25.2308,59.4646,13.6409,81.6666666666667,58.2936,1,35.5566,50.2787,20.9511,49.1311,47.4856,18.7955,138.076923076923,3.1798,59.3206,18.7489
"USDC4A",81.7343173431734,53.6935483870968,74.3333333333333,37.96,2.7109,12.7901,13.318,46.2571,48.2656,29.5845,31.5249,1,3.3288,3.1486,40.835,1.8486,7.1691,1.9519,22.8842,19.9574,50.5,8.15,16.0024,16.7866,27.4608,30.5331,28.9506,21.3425,76.2424,25.2308,59.4646,13.6409,81.6666666666667,58.2936,1,35.5566,50.2787,20.9511,49.1311,47.4856,18.7955,138.076923076923,3.1798,59.3206,18.7489
"USFT1A",81.7343173431734,53.6935483870968,78,41.6469,19.4849,34.7445,17.6521,34.0943,48.2656,17.7324,2.6499,1,28.9453,5.793,1.6484,46.2571,5.1128,31.4615,44.7684,6.7926,100,1,23.9157,44.7468,28.9435,1.8832,20.9072,19.5342,73.064,20.0553,62.9724,24.2581,100,58.2936,100,35.5566,43.9344,1.978,57.3447,63.1923,16.1364,39.0769230769231,7.0526,59.3206,2.1369
"USFT1B",81.7343173431734,53.6935483870968,78,41.6469,19.4849,34.7445,17.6521,34.0943,48.2656,17.7324,2.6499,1,29.0536,5.793,1.6484,46.2571,5.1128,31.4615,44.7684,6.7926,100,1,23.9157,44.7468,28.9435,1.8832,20.9072,19.5342,73.064,20.0553,62.9724,24.2581,100,58.2936,100,35.5566,43.9344,1.978,57.3447,63.1923,16.1364,39.0769230769231,7.0526,59.3206,2.1369
"USFT1C",81.7343173431734,53.6935483870968,78,41.6469,19.4849,34.7445,17.6521,34.0943,48.2656,17.7324,2.6499,1,33.2237,5.793,1.6484,46.2571,5.1128,31.4615,44.7684,6.7926,100,1,23.9157,44.7468,28.9435,1.8832,20.9072,19.5342,73.064,20.0553,62.9724,24.2581,100,58.2936,100,35.5566,43.9344,1.978,57.3447,63.1923,16.1364,39.0769230769231,7.0526,59.3206,2.1369
"USFT2A",81.7343173431734,53.6935483870968,78,43.5586,1.8722,9.1436,17.6521,35.2257,48.2656,26.7958,4.7124,1,17.6805,4.8509,9.2264,1.2829,22.1513,13.375,29.1368,7.3191,100,1,16.8728,10.7277,20.3894,1.6628,1,15.4658,73.0907,20.0267,62.1929,30.6201,100,58.2936,100,35.5566,42.459,1.978,34.8465,16.0721,16.1364,77.1538461538462,5.2878,59.3206,1.7986
"USFT3A",74.4280442804428,44.1129032258064,67,43.7862,1.8722,34.7445,17.6521,29.2857,48.2656,26.7958,3.4749,100,1.3791,6.2888,1.6484,1,5.1128,1.9519,44.7684,6.7926,1,1,33.5865,44.7468,28.9435,1.5192,1,15.4658,73.7423,20.12,62.1929,13.7032,89,4.3702,100,42.717,43.9344,1.978,100,100,15.7273,77.1538461538462,15.6835,78.394,2.1369
"USFT3B",74.4280442804428,44.1129032258064,67,43.7862,1.8722,34.7445,17.6521,29.2857,48.2656,26.7958,3.4749,100,1.3791,6.2888,1.6484,1,5.1128,1.9519,44.7684,6.7926,1,1,33.5865,44.7468,28.9435,1.5192,1,15.4658,73.7423,20.12,62.1929,13.7032,89,4.3702,100,42.717,43.9344,1.978,100,100,15.7273,77.1538461538462,15.6835,78.394,2.1369
"USFT4A",74.4280442804428,44.1129032258064,67,43.7862,19.4849,33.8329,17.6521,34.0943,48.2656,17.7324,1.9239,100,11.7232,6.2888,14.4945,6.6571,17.7448,1.9519,14.5474,24.1702,100,1,34.4275,44.7468,28.9435,1.4256,23.3202,19.5342,73.7422,20.1201,62.9724,30.3087,89,58.2936,100,35.5566,43.9344,1.978,65.2806,63.1923,15.7273,77.1538461538462,13.6917,59.3206,3.0954
"USFT5A",74.4280442804428,44.1129032258064,70.6666666666667,43.5131,7.7431,33.8329,17.6521,34.0943,76.625,17.7324,1.2969,100,9.0153,5.793,14.4945,2.6971,28.6142,15.2788,21.8421,7.3191,1,1,24.4413,15.5081,25.0657,1.2072,23.3202,13.6575,73.8719,20.0604,28.6732,25.1195,92.6666666666667,4.7915,100,1,46.8852,1.978,58.9715,28.1298,16.1364,77.1538461538462,16.5908,80.4725,1.5466
"USHI1A",70.7749077490775,103.193548387097,111,41.1462,21.1623,31.4019,47.7627,41.4486,91.2344,59.5634,1.0907,100,8.203,5.793,14.4945,14.5771,15.6884,7.6635,6.2105,26.2766,100,6.5,24.1259,12.6732,32.1371,1.0668,27.8781,13.6575,60.2928,1.0738,77.7835,12.3748,92.6666666666667,10.2681,100,61.7075,37.2951,4.2441,48.0597,15.5962,11.2273,39.0769230769231,11.4787,70.9532,1.2536
"USHI2A",78.0811808118081,96.8064516129032,100,42.2841,21.1623,31.4019,47.7627,41.4486,91.2344,23.3099,1.1509,100,16.5974,2.4875,14.4945,2.6971,28.6142,15.2788,6.2105,26.2766,1,1,7.7275,12.6732,32.1371,1.0429,27.8781,13.6575,60.5735,1.0085,28.6732,16.9205,85.3333333333333,10.2681,100,61.7075,26.2295,4.2441,48.0597,42.4087,12.4545,39.0769230769231,22.5439,70.9532,1.2666
"USHI2B",78.0811808118081,96.8064516129032,100,42.2841,21.1623,31.4019,47.7627,41.4486,91.2344,23.3099,1.1509,100,16.5974,2.4875,14.4945,2.6971,28.6142,15.2788,6.2105,26.2766,1,1,7.7275,12.6732,32.1371,1.0429,27.8781,13.6575,60.5735,1.0085,28.6732,16.9205,85.3333333333333,10.2681,100,61.7075,26.2295,4.2441,48.0597,42.4087,12.4545,39.0769230769231,22.5439,70.9532,1.2666
"USHI3A",78.0811808118081,96.8064516129032,100,42.2841,21.1623,31.4019,47.7627,41.4486,91.2344,23.3099,1.0329,1,10.0985,5.793,14.4945,14.5771,15.6884,7.6635,6.2105,26.2766,1,1,24.1259,12.6732,32.1371,1.02,27.8781,13.6575,60.6038,1,77.7835,14.1184,85.3333333333333,10.2681,1,61.7075,42.459,4.2441,48.0597,42.4087,12.4545,39.0769230769231,11.4787,70.9532,1.1663
"USHI4A",70.7749077490775,103.193548387097,111,26.4441,21.1623,100,47.7627,41.4486,76.625,4.4859,1.4289,1,11.7232,8.8506,14.4945,1.8486,18.3323,7.6635,57.2737,26.2766,1,1,12.584,12.6732,32.1371,1.3694,27.8781,13.6575,60.2376,1.0721,28.6732,21.7984,92.6666666666667,8.583,100,13.4528,51.3115,4.2441,39.0128,42.4087,6.5227,39.0769230769231,7.6059,6.9735,1.2117
"USHP1AA",70.7749077490775,48.9032258064516,74.3333333333333,49.2483,5.5625,33.8329,47.7627,33.3871,76.625,40.7394,4.6299,1,26.2916,5.793,14.4945,2.4991,17.7448,10.5192,8.8728,26.2766,100,6.5,1.4205,12.6732,8.5276,6.1781,27.8781,13.6575,73.7374,23.1616,49.3307,24.0505,85.3333333333333,4.5809,100,77.5849,45.4098,3.796,7.3991,12.2644,25.75,39.0769230769231,16.0154,21.0341,6.2503
"USHP1AA2",70.7749077490775,48.9032258064516,74.3333333333333,49.2483,5.5625,33.8329,47.7627,33.3871,76.625,40.7394,4.6299,1,26.2916,5.793,14.4945,2.4991,17.7448,10.5192,8.8728,26.2766,100,6.5,1.4205,12.6732,8.5276,6.1781,27.8781,13.6575,73.7374,23.1616,49.3307,24.0505,85.3333333333333,4.5809,100,77.5849,45.4098,3.796,7.3991,12.2644,20.2273,39.0769230769231,16.0154,21.0341,6.2503
"USHP1AC2",70.7749077490775,48.9032258064516,74.3333333333333,49.2483,5.5625,33.8329,47.7627,33.3871,76.625,40.7394,4.6299,1,26.2916,5.793,14.4945,2.4991,17.7448,10.5192,8.8728,26.2766,100,6.5,1.4205,12.6732,8.5276,6.1781,27.8781,13.6575,73.7374,23.1616,49.3307,24.0505,85.3333333333333,4.5809,100,77.5849,45.4098,3.796,7.3991,12.2644,20.2273,39.0769230769231,16.0154,21.0341,6.2503
"USHP1AD2",70.7749077490775,48.9032258064516,74.3333333333333,49.2483,5.5625,33.8329,47.7627,33.3871,76.625,40.7394,4.6299,1,26.2916,5.793,14.4945,2.4991,17.7448,10.5192,8.8728,26.2766,100,6.5,1.4205,12.6732,8.5276,6.1781,27.8781,13.6575,73.7374,23.1616,49.3307,24.0505,85.3333333333333,4.5809,100,77.5849,45.4098,3.796,7.3991,12.2644,20.2273,39.0769230769231,16.0154,21.0341,6.2503
"USHP1AF",70.7749077490775,48.9032258064516,74.3333333333333,49.2483,5.5625,33.8329,47.7627,33.3871,76.625,40.7394,4.6299,1,26.2916,5.793,14.4945,2.4991,17.7448,10.5192,8.8728,26.2766,100,6.5,1.4205,12.6732,8.5276,6.1781,27.8781,13.6575,73.7374,23.1616,49.3307,24.0505,85.3333333333333,4.5809,100,77.5849,45.4098,3.796,7.3991,12.2644,25.75,39.0769230769231,16.0154,21.0341,6.2503
"USHP1BA",70.7749077490775,48.9032258064516,74.3333333333333,49.2483,5.5625,33.8329,47.7627,33.3871,76.625,40.7394,4.6299,1,26.2916,5.793,14.4945,2.4991,17.7448,10.5192,8.8728,26.2766,100,6.5,1.4205,12.6732,8.5276,6.1781,27.8781,13.6575,73.7374,23.1616,49.3307,24.0505,85.3333333333333,4.5809,100,77.5849,45.4098,3.796,7.3991,12.2644,25.75,39.0769230769231,16.0154,21.0341,6.2503
